Species,Museum,Catalog,ID,TL,SVL,TAL,HL,HW,HH,HE,HP,HN,MBW,MBH,CW,CH,Ven,SC,MID,PO,SO,SL,IL,IOS,Longitude,Latitude,Stage
P_dunni,KU,37595,P_dunni_37595,5.929589143,5.793013608,3.813769656,2.858092704,2.308880286,1.945820086,2.456500092,2.654046579,2.794338493,2.000064544,2.311734069,1.565406245,1.673811459,142,37,25,2,1,9,10,8,-94.98000336,16.5,adult
P_dunni,LSU,38660,P_dunni_38660,5.549076085,5.416100402,3.774540336,2.868962561,2.685492704,2.044416875,2.491865594,2.674313306,2.818494031,2.454429154,2.105970688,1.635768798,1.484762477,151,31,23,2,1,10,11,8,-96.51000214,15.72999954,adult
P_dunni,LSU,39573,P_dunni_39573,6.124683391,5.976350909,3.897929276,2.915769173,NA,1.943644155,2.514485266,2.710805849,2.849921163,2.279887675,2.025431971,1.716561254,1.698817654,NA,NA,NA,NA,NA,NA,NA,NA,-95.4,16.4,adult
P_dunni,KU,39689,P_dunni_39689,6.161207322,6.061456919,3.526303527,2.912813372,2.511910447,2.004249996,2.604519258,2.732960755,2.792920903,2.216775455,1.917918733,1.614354982,1.375650223,NA,NA,NA,NA,NA,NA,NA,NA,-94.514185,16.597538,adult
P_dunni,UTA,51740,P_dunni_51740,6.212606096,6.08221891,3.781044666,2.990091239,2.412365529,2.173064348,2.586815617,2.744216323,2.934961459,2.138805862,2.295771695,1.666593771,1.422401536,144,37,23,2,1,10,10,9,-94.95123,17.1347,NA
P_dunni,UTA,52578,P_dunni_52578,5.609471795,5.468060141,3.834193775,2.860921195,2.457498613,1.924955101,2.539193029,2.68997519,2.866290131,2.358485461,1.790826711,1.540920864,1.57471987,NA,36,23,3,1,10,10,8,-95.4272,16.02314,NA
P_dunni,UTA,53442,P_dunni_53442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-95.36,16.35,adult
P_dunni,KU,68958,P_dunni_68958,5.998936562,5.837730447,3.970167781,2.966958026,2.445937505,1.896772954,2.525025728,2.67683896,2.81488818,2.59097044,2.302862495,1.4438617,1.420687419,141,37,23,3,1,9,11,9,-96.57917,15.87398,adult
P_dunni,FMNH,73392,P_dunni_73392,5.66296048,5.549076085,3.633180311,2.983626855,2.55579603,1.995885499,2.557464138,2.769261163,2.882062717,2.019926767,2.283267526,1.610999216,1.729907659,155,35,23,2,1,9,10,9,-95.06,16.42,NA
P_dunni,KU,95791,P_dunni_95791,5.899897354,5.746203191,3.922390085,2.863725967,2.45446462,1.954243546,2.558881738,2.718796021,2.8019775,2.27163192,2.428668948,1.743214039,1.850915432,149,38,23,2,1,10,10,9,-94.03,16.21,juvenile
P_dunni,KU,151900,P_dunni_151900,6.033086222,5.929589143,3.556526958,2.947086229,2.534477023,2.141192586,2.54274103,2.705100639,2.826029402,2.415292458,2.269498464,1.392214339,1.709709128,148,23,23,3,1,10,11,8,-94.99,16.22,adult
P_dunni,CNAR,4374-2,P_dunni_4374-2,5.814130532,5.697093487,3.664613035,2.918377321,2.486363431,1.856052982,2.567515064,2.78266964,2.839759094,2.462227711,2.591814573,1.645093441,1.588597458,135,29,23,3,1,10,11,5,-103.68,18.76,adult
P_hesphere,CNAR,726,P_hesphere_726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-103.68,18.76,juvenile
P_hesphere,CNAR,727,P_hesphere_727,5.327876169,5.176149733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159,56,21,2,2,12,11,6,-103.68,18.76,juvenile
P_hesphere,CNAR,728,P_hesphere_728,4.812184355,4.624972813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,161,45,21,2,2,10,10,5,-103.68,18.76,NA
P_hesphere,CNAR,730,P_hesphere_730,6.150602768,6.008813185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,156,43,27,3,3,11,10,6,-74.181201,11.25677,adult
P_lansbergii,UTA,3677,P_lansbergii_3677,6.068425588,5.929589143,3.780904224,2.871854944,2.512514284,1.944377857,2.506008737,2.697927344,2.822492672,1.846016724,1.912146102,1.34041537,1.203313898,155,32,23,2,1,9,11,7,-74.181201,11.25677,juvenile
P_lansbergii,UTA,3678,P_lansbergii_3678,6.23636959,6.124683391,3.57564473,3.134661491,2.815470781,1.888826751,2.770761389,2.968202225,3.056625158,2.729528404,2.62142549,1.726829177,1.542323907,142,28,23,4,1,10,12,8,-74.181201,11.25677,NA
P_lansbergii,UTA,3679,P_lansbergii_3679,5.894402834,5.749392986,3.822377741,3.012626619,2.576610787,NA,2.572015167,2.757050181,2.893088904,1.869115491,2.088868176,1.543969765,1.326352109,137,31,23,2,1,NA,NA,7,-74.181201,11.25677,NA
P_lansbergii,UTA,3680,P_lansbergii_3680,6.00635316,5.899897354,3.531547355,2.953589071,2.469682753,2.037691276,2.647806355,2.81845856,2.912974677,1.905708029,1.97884926,1.451603764,1.080487449,151,27,25,3,2,10,11,9,-74.181201,11.25677,juvenile
P_lansbergii,UTA,3681,P_lansbergii_3681,5.605802066,5.472270674,3.74714755,2.954952422,2.074773076,1.953682817,2.463379696,2.649818042,2.831656842,1.675942241,1.891760614,1.060310097,1.134613558,155,29,25,3,1,9,12,9,NA,NA,juvenile
P_lansbergii,UTA,9707,P_lansbergii_9707,6.061456919,5.948034989,3.591201929,3.127202112,2.613806297,1.907967789,2.680190015,2.82386228,2.959569409,2.042788937,2.056214752,1.58848651,1.395944704,160,29,23,2,1,10,12,9,-67.982379,10.137943,adult
P_lansbergii,FMNH,21797,P_lansbergii_21797,5.624017506,5.463831805,3.916040847,2.937300115,2.346388555,2.066300639,2.528033364,2.697383731,2.794735756,2.145921057,2.050419154,1.489742636,1.498457621,155,43,25,3,2,10,12,7,-80.277807,8.719216,adult
P_lansbergii,FMNH,31055,P_lansbergii_31055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,10,NA,9,-80.49427,8.552764,adult
P_lansbergii,FMNH,31056,P_lansbergii_31056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,10,12,6,-80.598493,8.402102,NA
P_lansbergii,FMNH,31057,P_lansbergii_31057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,10,12,6,-80.887111,8.243448,adult
P_lansbergii,FMNH,31076,P_lansbergii_31076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,10,12,7,-81.304004,8.370377,adult
P_lansbergii,FMNH,31077,P_lansbergii_31077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,10,12,9,-81.801068,8.433825,adult
P_lansbergii,FMNH,31078,P_lansbergii_31078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,10,12,8,-81.913308,8.632036,NA
P_lansbergii,FMNH,31079,P_lansbergii_31079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,9,13,8,-82.594767,8.616183,adult
P_lansbergii,FMNH,31080,P_lansbergii_31080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,10,12,8,-82.554681,9.028142,NA
P_lansbergii,FMNH,31081,P_lansbergii_31081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,9,11,6,-82.69899,8.632036,adult
P_lansbergii,FMNH,31082,P_lansbergii_31082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,10,12,7,-81.841154,8.703366,adult
P_lansbergii,FMNH,31083,P_lansbergii_31083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,10,11,7,-81.445094,8.3993,NA
P_lansbergii,FMNH,31084,P_lansbergii_31084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,10,12,7,-79.552427,9.003841,juvenile
P_lansbergii,FMNH,31752,P_lansbergii_31752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,9,12,6,-79.562423,9.016798,juvenile
P_lansbergii,FMNH,31753,P_lansbergii_31753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,10,12,5,-79.581164,8.925471,adult
P_lansbergii,FMNH,31754,P_lansbergii_31754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,10,12,5,-79.584913,8.962499,adult
P_lansbergii,FMNH,31755,P_lansbergii_31755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,10,12,6,-79.58991,8.976074,adult
P_lansbergii,FMNH,31756,P_lansbergii_31756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,10,11,8,-79.60178,8.97916,adult
P_lansbergii,FMNH,31757,P_lansbergii_31757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,10,12,6,-79.599281,8.969287,adult
P_lansbergii,FMNH,31758,P_lansbergii_31758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,9,12,8,-79.58054,9.012479,adult
P_lansbergii,FMNH,31759,P_lansbergii_31759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,9,12,6,-77.096837,8.04566,juvenile
P_lansbergii,FMNH,63788,P_lansbergii_63788,5.96870756,5.828945618,3.787658986,2.959583908,2.44001512,1.968120546,2.576902909,2.756514611,2.885617009,2.101737047,2.019813382,1.396091513,1.469760433,155,37,23,3,1,9,11,6,-79.505949,9.10042,adult
P_lansbergii,FMNH,68051,P_lansbergii_68051,5.796057751,5.680172609,3.612976508,3.018803282,2.576959898,2.186163952,2.61125674,2.790368461,2.927386161,2.279599297,2.462906859,1.333551573,1.601333181,154,32,25,3,2,10,12,9,-76.486248,7.373714,adult
P_lansbergii,FMNH,78119,P_lansbergii_78119,5.707110265,5.616771098,3.377003598,3.028469501,2.511666381,2.245068787,2.602673339,2.79589951,2.8938684,2.346608574,2.429755882,1.449869999,1.606538085,151,27,25,3,2,10,12,6,-76.488286,7.37282,adult
P_lansbergii,FMNH,78120,P_lansbergii_78120,5.717027701,5.598421959,3.635294176,2.951421307,2.39302241,1.97682382,2.594631697,2.738808282,2.871133395,1.797619063,2.453652919,1.351719561,1.291869937,149,30,25,2,2,9,11,6,-76.484896,7.369671,juvenile
P_lansbergii,FMNH,78121,P_lansbergii_78121,5.905361848,5.783825182,3.657206196,2.970816048,2.41583512,2.072860641,2.5077253,2.653187993,2.766901853,2.177640943,2.064362188,1.499730833,1.283486634,145,28,25,2,1,9,12,8,-76.481721,7.372692,adult
P_lansbergii,FMNH,78122,P_lansbergii_78122,5.82008293,5.707110265,3.588815734,2.989870192,2.447322779,2.090401635,2.602594879,2.791557494,2.919505261,2.327575833,2.378480453,1.508612007,1.639868262,146,31,25,3,2,9,10,7,-76.485412,7.373926,adult
P_lansbergii,FMNH,78123,P_lansbergii_78123,5.84932478,5.717027701,3.737090026,2.987575095,2.396328194,2.069794965,2.554554262,2.788048264,2.919338363,2.220087759,2.135024848,1.691353748,1.42993529,143,32,25,2,2,9,10,6,-76.491806,7.374309,adult
P_lansbergii,FMNH,78128,P_lansbergii_78128,6.206575927,6.098074282,3.54844813,3.114761599,2.654551379,2.243217585,2.728596114,2.912434866,3.079366183,2.459093284,2.48773284,1.822387591,1.413144826,148,27,25,2,2,9,12,6,-79.300889,9.071108,adult
P_lansbergii,KU,112574,P_lansbergii_112574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.283057,9.079309,juvenile
P_lansbergii,KU,112575,P_lansbergii_112575,5.655991811,5.541263545,3.604301223,3.009973854,2.541687038,1.968454237,2.617693787,2.795726164,2.949618217,2.331568334,1.891871032,1.392838864,1.224721115,154,29,25,NA,NA,NA,NA,8,-79.261355,9.136508,NA
P_lansbergii,KU,112576,P_lansbergii_112576,5.929589143,5.799092654,3.723813944,2.971127813,2.521417938,1.840510879,2.5538375,2.731999703,2.891892405,2.143647574,1.85149929,1.697003691,1.380507621,154,34,25,2,1,9,11,8,-79.346216,9.127197,juvenile
P_lansbergii,KU,112577,P_lansbergii_112577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-77.730312,8.133399,NA
P_lansbergii,KU,112578,P_lansbergii_112578,6.137727054,6.03787092,3.470049575,2.903809992,2.605999902,1.833051318,2.480641999,2.658688223,2.771316225,2.255316631,2.129732189,1.527810343,1.473673905,155,31,25,3,2,9,12,10,-77.783519,8.076668,juvenile
P_lansbergii,KU,112579,P_lansbergii_112579,5.402677382,5.288267031,3.603111942,3.061874974,2.648985805,2.008021354,2.681784383,2.861402963,2.982551987,2.437316479,2.112727232,1.455817395,1.360516248,149,30,23,2,2,12,13,8,-82.104928,8.303634,juvenile
P_lansbergii,KU,112580,P_lansbergii_112580,6.021023349,5.891644212,3.715245308,3.005772087,2.601737536,1.967206907,2.597303509,2.812531271,2.941189676,2.126111607,1.968478795,1.361932464,1.241345146,158,33,23,2,1,9,11,9,-82.33345,8.421149,juvenile
P_lansbergii,KU,112581,P_lansbergii_112581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-82.318173,8.428944,juvenile
P_lansbergii,KU,112582,P_lansbergii_112582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-79.788872,9.368264,adult
P_lansbergii,KU,112583,P_lansbergii_112583,5.843544417,5.736572297,3.537050958,3.150178116,2.657891967,2.036933212,2.775558483,2.944935807,3.095634736,2.516188533,2.375104752,1.508215794,1.562526902,139,27,23,3,1,10,12,9,-80.360799,8.543779,juvenile
P_lansbergii,KU,112584,P_lansbergii_112584,5.988961417,5.860786223,3.706666198,2.855983275,2.256602772,2.000649855,2.51067442,2.68526664,2.794545167,2.09725203,2.026597376,1.51355231,1.455478702,155,37,23,2,1,10,12,7,-79.892254,8.714415,juvenile
P_lansbergii,KU,112585,P_lansbergii_112585,6.107022888,5.958424693,3.843871782,2.888813546,2.28264443,1.816294588,2.518174654,2.698210372,2.830683123,2.060438915,2.1432891,1.39649437,1.148948014,151,34,25,2,1,9,12,7,-79.305309,9.073354,juvenile
P_lansbergii,KU,112586,P_lansbergii_112586,5.973809612,5.860786223,3.588372125,2.977476467,2.582924083,1.912578685,2.643484572,2.783327853,2.915828297,1.913855782,2.354100943,1.371808814,1.104133697,152,31,25,2,1,10,12,9,-79.906487,8.713767,juvenile
P_lansbergii,KU,112587,P_lansbergii_112587,6.124683391,5.991464547,3.742028489,2.877758287,2.263949013,2.124156327,2.447960534,2.648664286,2.764789703,2.034029749,2.145854136,1.392872948,1.526082999,156,33,25,3,1,10,12,7,-79.431637,9.030518,juvenile
P_lansbergii,KU,112588,P_lansbergii_112588,6.056784013,5.934894196,3.659080109,2.852409733,2.309452891,2.007756012,2.427058429,2.668492596,2.772180495,1.854188459,2.569841661,1.387942418,1.61205041,141,30,23,1,1,9,11,7,-79.742511,9.028445,NA
P_lansbergii,FMNH,152106,P_lansbergii_152106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,9,12,7,-75.439008,10.502032,juvenile
P_lansbergii,FMNH,154322,P_lansbergii_154322,4.934473933,4.804021045,3.729117367,3.157954917,2.686561561,2.228973005,2.792554668,2.938205048,3.051870256,2.41011626,2.4659198,1.434816696,1.483583799,152,29,23,3,2,9,11,6,-79.454097,9.091234,NA
P_lansbergii,FMNH,154491,P_lansbergii_154491,6.100318952,5.991464547,3.552120565,3.001467942,2.498321987,1.956792782,2.595067185,2.781273529,2.916260484,2.15022746,2.11341886,1.273991255,1.372733347,159,29,23,3,1,10,11,7,-79.482547,9.082716,NA
P_lansbergii,FMNH,154502,P_lansbergii_154502,5.545177444,5.433722004,3.577590669,3.073073167,2.645895174,2.211055466,2.686181737,2.862761572,2.996767113,2.51609739,2.273627149,1.632492556,1.459309158,157,32,25,3,1,10,12,7,-75.495656,10.270288,juvenile
P_lansbergii,FMNH,164698,P_lansbergii_164698,6.311734809,6.192362489,3.638004501,3.140458261,2.532045273,2.12284748,2.711186473,2.877512303,3.048330151,2.336743303,2.17771208,1.182659523,1.270387688,154,31,25,3,3,10,12,7,-75.472662,10.27739,NA
P_lansbergii,FMNH,165317,P_lansbergii_165317,5.030437921,4.927253685,3.507448631,3.176188512,2.585478934,2.180836105,2.616310386,2.925164451,3.13033102,2.25483428,2.234489209,1.435784555,1.416912173,163,29,23,2,3,10,11,9,-75.382532,10.611803,juvenile
P_lansbergii,FMNH,165318,P_lansbergii_165318,4.919980926,4.787491743,3.74369217,3.143226253,2.670196989,2.364304977,2.65966118,2.92714244,3.026692469,2.577856979,2.351377736,1.477599598,1.804471956,153,29,25,2,3,9,12,7,-75.428813,10.527514,juvenile
P_lansbergii,FMNH,165319,P_lansbergii_165319,5.030437921,4.919980926,3.571987152,3.084685303,2.647914405,2.23298945,2.65552852,2.831693667,3.014782725,2.464864418,2.123596729,1.277695312,1.396810994,155,29,25,1,3,9,12,7,-75.470011,10.559916,juvenile
P_lansbergii,FMNH,165320,P_lansbergii_165320,4.990432587,4.8978398,3.404578905,3.054870839,2.620862623,2.048066839,2.678344626,2.852406429,2.968312876,2.43702641,2.490841639,1.538590333,1.40205442,150,27,25,3,2,10,12,7,-75.426066,10.516712,juvenile
P_lansbergii,FMNH,165321,P_lansbergii_165321,4.927253685,4.795790546,3.736378365,3.136242925,2.562743969,2.129472214,2.72874325,2.895946347,3.016253322,2.445291987,2.085076138,1.388389135,1.45918221,151,26,25,1,2,9,11,7,-75.437053,10.559916,juvenile
P_lansbergii,FMNH,165323,P_lansbergii_165323,4.96284463,4.820281566,3.811812185,3.070045972,2.611208028,2.266803608,2.626341129,2.824242877,2.988180795,2.387516003,2.200924039,1.553492184,1.651190197,153,33,23,3,2,9,9,7,-75.448039,10.50591,juvenile
P_lansbergii,FMNH,165324,P_lansbergii_165324,4.997212274,4.852030264,3.828543871,3.191486875,2.593008776,2.309728536,2.739254778,2.921812935,3.045617715,2.520293929,2.224065749,1.344245401,1.416650205,153,34,25,3,3,10,11,9,-75.472758,10.559916,juvenile
P_lansbergii,FMNH,165325,P_lansbergii_165325,4.990432587,4.828313737,3.930672001,3.126633549,2.642932485,2.029966797,2.775793432,2.911490328,3.047226634,2.508022723,2.27242076,1.520812087,1.67921008,152,32,23,2,2,9,11,8,-75.494731,10.268172,adult
P_lansbergii,FMNH,165326,P_lansbergii_165326,4.890349128,4.762173935,3.712866583,3.096705325,2.605395612,2.283123724,2.892650363,2.953690121,3.110861873,2.361161931,2.330306042,1.561097939,1.387773192,150,29,25,2,2,9,12,8,-75.549662,10.257362,juvenile
P_lansbergii,FMNH,165327,P_lansbergii_165327,4.934473933,4.779123493,3.891636296,3.126100215,2.593704033,2.303774218,2.888570349,2.899941264,2.994696302,2.521012902,2.209037489,1.63828069,1.647117442,152,32,25,3,3,9,11,8,-75.52769,10.141125,adult
P_lansbergii,FMNH,165328,P_lansbergii_165328,4.96284463,4.844187086,3.639961929,3.05507327,2.735524431,1.921855183,2.556235548,2.781214951,2.932659033,2.423465571,2.206232719,1.638649992,1.447726204,157,29,21,3,2,10,12,6,-75.509358,7.779676,adult
P_lansbergii,FMNH,165505,P_lansbergii_165505,5.605802066,5.509388337,3.43966285,2.956310867,2.556260439,2.374332598,2.60296118,2.775122381,2.881845748,2.326681128,2.123040347,1.412792163,1.15787042,152,34,25,2,3,9,13,7,-75.372376,10.441431,juvenile
P_lansbergii,FMNH,165688,P_lansbergii_165688,6.073044534,5.948034989,3.682733152,3.039588507,2.453055717,2.125465923,2.805453363,2.855380041,2.974118232,2.279067254,2.147098513,1.532466376,1.225298169,155,28,25,2,3,10,10,6,-75.371094,10.441655,juvenile
P_lansbergii,FMNH,165689,P_lansbergii_165689,6.391917113,6.274762021,3.619890018,2.996517196,2.599450252,2.094588001,2.664234105,2.838145298,2.960473628,2.262620572,2.064880333,1.34480341,1.357959753,158,28,25,3,2,10,11,8,-75.369869,10.442411,adult
P_lansbergii,FMNH,165690,P_lansbergii_165690,6.302618976,6.190315406,3.580480408,3.024035684,2.319810283,2.118422205,2.631103648,2.808505792,2.96593087,1.789277229,2.022172988,1.293850024,1.068065661,160,28,23,2,3,10,10,6,-75.368558,10.440534,adult
P_lansbergii,FMNH,165691,P_lansbergii_165691,6.216606101,6.09356977,3.666978725,3.180144202,2.477489857,2.216591162,2.761980572,2.842857657,2.992853649,1.904553912,2.3583249,1.484471788,1.193779907,160,29,23,2,2,9,12,7,-75.363971,10.441851,adult
P_lansbergii,FMNH,165692,P_lansbergii_165692,5.996452089,5.916202063,3.261919444,3.047314565,2.489815733,1.969873396,2.686529071,2.859206511,3.022389654,2.546548263,1.682685225,1.652750315,1.213925053,163,16,27,2,2,10,11,6,-75.36417,10.448015,adult
P_lansbergii,FMNH,165693,P_lansbergii_165693,6.385194399,6.267200549,3.626650674,3.026184171,2.407254106,2.0307721,2.642698343,2.812044605,2.929962802,2.450216833,2.259380281,1.445173879,1.182025145,159,32,25,3,4,9,12,7,-75.365105,10.449794,adult
P_lansbergii,FMNH,165694,P_lansbergii_165694,6.350885717,6.23636959,3.598632632,3.016938338,2.253310348,2.224579968,2.691126379,2.807993691,2.924059668,2.316801817,1.88706434,1.476166006,1.055193442,157,31,25,3,2,10,12,7,-75.365939,10.450712,adult
P_lansbergii,FMNH,165695,P_lansbergii_165695,5.983936281,5.857933154,3.690666286,2.863224111,2.402883946,1.895105107,2.487379879,2.653610456,2.819889903,2.222935967,2.076037616,1.577265281,1.308216531,153,32,25,3,3,9,12,9,-75.367073,10.452057,adult
P_lansbergii,FMNH,165697,P_lansbergii_165697,6.226536669,6.11368218,3.585533146,3.082002393,2.44404864,2.426237822,2.713808396,2.879098026,3.018775884,2.245509998,2.082884906,1.50463231,1.461787246,161,29,25,3,3,9,13,8,-75.368384,10.453763,juvenile
P_lansbergii,FMNH,165698,P_lansbergii_165698,5.973809612,5.877735782,3.434221445,2.984813311,2.460672802,1.893659202,2.608983398,2.779285839,2.898297598,2.091755016,1.881512517,1.630043685,1.121375504,162,24,23,2,2,9,12,7,-75.370787,10.455324,adult
P_lansbergii,FMNH,165699,P_lansbergii_165699,6.428105273,6.320768294,3.536977603,3.008561535,2.691722378,2.037071118,2.589615631,2.770274408,2.9243544,2.316381906,2.309498118,1.123938943,1.30185384,161,30,25,3,3,9,12,6,-75.372976,10.455451,adult
P_lansbergii,FMNH,165700,P_lansbergii_165700,6.261491684,6.148468296,3.586748495,2.972512085,2.463315408,2.077666714,2.672636447,2.811223194,2.914914204,2.124039655,1.985506115,1.368478705,1.280856493,159,30,25,3,3,9,11,5,-75.373319,10.45372,adult
P_lansbergii,FMNH,165701,P_lansbergii_165701,6.137727054,6.011267174,3.693193127,2.965194432,2.540843906,1.928479708,2.579952991,2.759209876,2.887716565,2.139791917,2.134249449,1.480263187,1.371952892,156,36,23,3,2,10,12,7,-75.372804,10.451948,adult
P_lansbergii,FMNH,165702,P_lansbergii_165702,5.568344504,5.476463552,3.393950208,2.825573667,2.175847475,2.266990228,2.524784474,2.631919443,2.728535966,1.973677933,2.028046367,1.272086922,0.964758067,162,25,25,3,2,9,12,7,-75.37319,10.450893,adult
P_lansbergii,FMNH,165703,P_lansbergii_165703,5.513428746,5.411646052,3.491735516,2.938912674,2.577278249,1.879918853,2.616839733,2.729411574,2.863806998,2.221204064,1.868069614,1.541109848,1.432618269,157,28,25,3,1,10,11,8,-75.374564,10.45064,adult
P_lansbergii,FMNH,165704,P_lansbergii_165704,5.509388337,5.375278408,3.751732103,2.916390404,2.407366189,1.923041275,2.549549929,2.694099802,2.826644067,2.377386719,2.325902903,1.558496813,1.256478588,156,35,23,2,2,9,10,8,-75.374478,10.449627,adult
P_lansbergii,FMNH,165705,P_lansbergii_165705,5.59471138,5.476463552,3.633137688,2.993819647,2.642822974,2.107183825,2.726681734,2.790016848,2.914638245,2.199557464,1.990879928,1.50959698,1.396392071,158,31,25,2,3,10,11,6,-75.373147,10.449795,NA
P_lansbergii,FMNH,165706,P_lansbergii_165706,6.100318952,6.00635316,3.412358623,2.914527431,2.298461993,2.001705339,2.495265201,2.730554019,2.789504167,1.836798119,2.112361647,1.555028785,1.403864266,158,32,23,3,2,9,10,7,-75.375508,10.448318,adult
P_lansbergii,FMNH,165707,P_lansbergii_165707,5.533389489,5.420534999,3.589445154,2.965456215,2.346294026,1.887127817,2.572046922,2.812381959,2.89364614,2.060540603,2.153695461,1.540591978,1.25353848,158,29,25,3,2,10,11,9,-75.377353,10.445153,juvenile
P_lansbergii,FMNH,165708,P_lansbergii_165708,5.739792912,5.583496309,3.892702447,2.889429266,2.443470469,2.056787303,2.479567537,2.639370689,2.790210221,2.295029489,2.27622133,1.750755742,1.344310254,161,35,23,3,3,9,11,6,-75.360745,10.447601,juvenile
P_lansbergii,FMNH,165709,P_lansbergii_165709,6.025865974,5.926926026,3.461913993,2.988336441,2.507414395,1.946651275,2.588480865,2.792546589,2.931027349,1.80187199,2.430588646,1.42877431,1.107921577,163,28,25,3,3,10,12,8,-75.360659,10.440933,juvenile
P_lansbergii,FMNH,165710,P_lansbergii_165710,6.198478716,6.077642243,3.650117097,3.0355096,2.615985174,2.124076066,2.676225611,2.838000894,2.954458636,2.326691155,1.764777496,1.549022566,1.360057378,159,31,27,2,3,9,11,7,-75.364951,10.437556,adult
P_lansbergii,FMNH,165711,P_lansbergii_165711,6.228511004,6.11368218,3.601896808,3.081661736,2.564305454,2.086287722,2.707045086,2.877050104,2.992358571,2.502229845,2.241210957,1.707027891,1.360003436,157,31,25,3,3,10,12,8,-75.368727,10.438232,juvenile
P_lansbergii,FMNH,165712,P_lansbergii_165712,6.180016654,6.02827852,3.862839372,2.841840829,2.095589518,1.83198731,2.37706494,2.593253331,2.717758579,1.981656818,1.520655496,1.244342599,1.133255412,199,70,25,3,2,9,11,8,-75.372504,10.435699,adult
P_lansbergii,FMNH,165713,P_lansbergii_165713,6.098074282,5.948034989,3.852870892,2.923009566,2.397435861,1.878629133,2.591783829,2.785705041,2.858986734,2.248787397,2.212387677,1.610502069,1.566591295,159,35,23,3,3,9,12,6,-75.370015,10.435573,juvenile
P_lansbergii,FMNH,165714,P_lansbergii_165714,6.095824562,5.996452089,3.465668542,3.025281257,2.31963726,2.014765835,2.583313932,2.776851435,2.937307099,2.163748919,2.376057966,1.301853064,1.178539127,159,30,25,3,3,10,12,6,-75.378641,10.444098,juvenile
P_lansbergii,FMNH,165715,P_lansbergii_165715,5.710427017,5.598421959,3.581307491,2.901352642,2.244846081,2.031967401,2.462149317,2.635485864,2.75458569,2.323712159,1.973414576,1.420697179,1.339387427,156,35,23,2,2,9,11,8,-75.383919,10.444815,adult
