Species,Museum,Catalog,ID,TL,SVL,TAL,HL,HW,HH,HE,HP,HN,MBW,MBH,CW,CH,Ven,SC,MID,PO,SO,SL,IL,IOS,Longitude,Latitude,Stage
P_lansbergii,FMNH,165716,P_lansbergii_165716,6.338594078,6.226536669,3.578203819,3.030819359,2.724406034,2.294152575,2.604332298,2.753610656,2.909697402,2.524109275,1.935681221,1.460237196,1.114891819,159,28,23,3,3,9,11,5,-75.38319,10.450935,juvenile
P_lansbergii,FMNH,165717,P_lansbergii_165717,6.03068526,5.92157842,3.554705977,2.967507838,2.528434552,1.981477804,2.590823112,2.753993301,2.889053249,2.149893539,1.953996572,1.393916555,1.014296004,161,31,25,3,2,10,11,8,-75.382675,10.453847,juvenile
P_lansbergii,FMNH,165718,P_lansbergii_165718,5.758901774,5.627621114,3.730384895,2.950090796,2.476610168,2.226679658,2.5616209,2.736793647,2.840354284,2.414007907,2.078116737,1.611132876,1.335446787,155,35,25,2,1,10,11,5,-75.378211,10.455535,adult
P_lansbergii,FMNH,165719,P_lansbergii_165719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,9,11,6,-75.369929,10.456337,juvenile
P_lansbergii,FMNH,165720,P_lansbergii_165720,5.976350909,5.863631176,3.585816485,2.955116588,2.552271813,1.971914005,2.606541832,2.849055577,2.769216217,2.108581455,2.21647281,1.550825782,1.389517871,159,30,25,2,2,9,11,7,-75.360273,10.454016,juvenile
P_lansbergii,FMNH,165721,P_lansbergii_165721,5.513428746,5.402677382,3.571778223,2.828743751,2.464569527,1.925756391,2.534921845,2.62475843,2.770926986,2.56527084,2.074005366,1.657335494,1.546172968,154,29,25,3,3,10,12,7,-75.355552,10.453678,juvenile
P_lansbergii,FMNH,165722,P_lansbergii_165722,5.549076085,5.420534999,3.711820363,2.917049119,2.3775744,1.774234362,2.493045339,2.672469062,2.849667422,2.118248921,2.209307084,1.484886467,1.437656535,161,33,23,2,2,9,12,7,-75.351214,10.242842,adult
P_lansbergii,FMNH,165724,P_lansbergii_165724,5.726847748,5.598421959,3.709976095,3.000725116,2.37637947,1.996753822,2.658659884,2.834375234,2.960922123,2.168298055,2.262648239,1.517504874,1.46278354,158,32,23,NA,NA,NA,NA,NA,-76.109067,8.902527,juvenile
P_lansbergii,FMNH,165851,P_lansbergii_165851,5.683579767,5.579729826,3.50986619,3.054271962,2.597105401,2.058197555,2.668115912,2.834213395,2.983900339,2.619916071,2.268230359,1.557139629,1.575110828,147,28,25,3,2,10,12,7,-75.370082,10.462101,adult
P_lansbergii,FMNH,165867,P_lansbergii_165867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,10,11,10,-75.360126,10.464127,adult
P_lansbergii,FMNH,166072,P_lansbergii_166072,5.529429088,5.424950017,3.516466865,3.105338577,2.536300164,2.050705772,2.724067414,2.873917443,3.033497879,2.387875279,2.075585017,2.003968837,1.511732965,153,28,23,3,3,10,12,9,-75.351371,10.47282,NA
P_lansbergii,FMNH,166073,P_lansbergii_166073,6.054439346,5.926926026,3.701443344,3.053974615,2.540047137,2.05105198,2.62575226,2.809457061,2.94000407,2.426754897,1.934811507,1.46669482,1.642880617,152,33,23,3,3,9,12,6,-75.379438,10.467841,adult
P_lansbergii,FMNH,166074,P_lansbergii_166074,6.144185634,6.012638782,3.730105835,3.020375884,2.483181329,1.784913319,2.600129588,2.772526299,2.949036421,2.074449988,2.052339332,1.661362721,1.274047924,157,33,21,3,4,9,12,8,-75.396175,10.469613,adult
P_lansbergii,FMNH,166075,P_lansbergii_166075,6.23636959,6.148468296,3.347860799,3.093417812,2.545165465,2.006097622,2.6050022,2.95133705,3.061710487,1.853470299,2.20113487,1.347243517,1.516930459,151,30,21,3,3,9,11,6,-75.388021,10.462354,adult
P_lansbergii,FMNH,166076,P_lansbergii_166076,5.323009979,5.198497031,3.683228974,3.100302905,2.455985488,1.814275619,2.60363042,2.768688398,2.995178194,2.454288106,1.894535571,1.811248729,1.142361829,153,37,25,3,3,9,11,7,-75.383987,10.443447,NA
P_lansbergii,FMNH,166077,P_lansbergii_166077,5.472270674,5.361714612,3.570341376,3.082736813,2.39274366,1.916512627,2.686553324,2.80519327,2.942170549,1.879909667,1.841982956,1.808056118,1.130192516,156,36,21,3,3,10,11,8,-75.343818,10.465477,adult
P_lansbergii,FMNH,166078,P_lansbergii_166078,6.023447593,5.902633333,3.650931979,3.139166816,2.564869776,1.856685637,2.697873025,2.834149302,2.925737465,2.307894996,1.996579981,1.804919591,1.527440306,147,32,21,2,1,10,12,6,-75.32339,10.462186,adult
P_lansbergii,FMNH,166079,P_lansbergii_166079,5.605802066,5.514436303,3.388369556,2.992220736,2.281387325,1.857388546,2.585838318,2.769687638,2.937695493,2.255769328,2.010259763,1.759713815,1.445552493,153,30,23,3,3,9,11,6,-75.329913,10.449693,juvenile
P_lansbergii,FMNH,166080,P_lansbergii_166080,5.976350909,5.840641657,3.760169872,2.97858779,2.42936835,2.101659904,2.639702504,2.792566407,2.944901137,2.624324888,2.166287931,1.653389093,1.718195836,161,35,21,3,4,9,10,6,-75.326823,10.437792,adult
P_lansbergii,FMNH,166081,P_lansbergii_166081,5.521460918,5.398162702,3.672900011,3.000956903,2.5661591,2.035428552,2.533430211,2.753148685,2.992317773,2.386571066,2.265882124,1.550861715,1.798663394,152,38,21,3,3,9,11,6,-75.320644,10.464042,juvenile
P_lansbergii,FMNH,166082,P_lansbergii_166082,5.587248658,5.486869473,3.478123598,3.028122227,2.704142191,2.092096676,2.737934692,2.832234016,2.918187263,2.057525182,1.861961847,1.78190475,1.3434677,151,30,21,3,NA,9,11,5,-75.323734,10.477125,NA
P_lansbergii,FMNH,166083,P_lansbergii_166083,5.549076085,5.451124287,3.455053308,2.903794668,2.354290461,1.974719889,2.624560371,2.782252123,2.869158596,1.858825506,2.038026733,1.65613158,1.967208166,151,32,23,3,3,10,11,6,-75.336351,10.494342,juvenile
P_lansbergii,FMNH,166084,P_lansbergii_166084,5.634789603,5.516568972,3.632694803,2.927806992,2.391408608,1.976225634,2.535444121,2.713128864,2.832731617,2.278529326,2.072692634,1.730590727,1.223130638,151,36,21,3,3,9,11,8,-75.344419,10.529617,adult
P_lansbergii,FMNH,166085,P_lansbergii_166085,5.472270674,5.364432769,3.546782204,3.005616891,2.360956143,2.168240023,2.549966472,2.724403713,3.002429828,1.587021579,2.041189443,1.175272087,1.051630193,156,34,21,3,3,9,12,8,-75.349054,10.53814,adult
P_lansbergii,FMNH,166086,P_lansbergii_166086,6.317164687,6.208590026,3.54846086,2.909412409,2.453285205,1.889145427,2.487562533,2.710975669,2.807741857,2.191430075,1.779542591,1.57670674,1.449906909,157,33,21,3,3,9,11,6,-75.343904,10.522275,adult
P_lansbergii,FMNH,166087,P_lansbergii_166087,6.091309882,5.950642553,3.792982095,3.07549206,2.342866159,2.0949644,2.59528259,2.769219646,2.941902268,2.131663069,2.197617876,1.703995187,2.009751681,144,33,23,3,3,9,11,6,-75.340299,10.51257,NA
P_lansbergii,FMNH,166088,P_lansbergii_166088,6.139884552,6.013715156,3.691023452,2.954261379,2.220321931,2.061763648,2.668696973,2.673901703,2.80024303,2.190206092,1.709068205,1.021189546,1.480321552,153,36,21,3,3,9,11,6,-75.324357,10.510583,juvenile
P_lansbergii,FMNH,166089,P_lansbergii_166089,6.265301213,6.150602768,3.600617043,3.071953272,2.604576764,2.174199383,2.684996982,2.85249347,2.971675645,2.572427898,2.500089428,1.667631827,1.542365653,159,33,25,2,1,9,11,5,-75.337496,10.501757,adult
P_lansbergii,FMNH,166090,P_lansbergii_166090,6.12249281,6.023447593,3.462380281,3.103720296,2.486328297,2.140205823,2.590384297,2.783542093,3.028606471,2.29598207,2.264620333,1.450743666,1.959178308,159,31,23,3,3,9,11,6,-75.36963,10.509816,adult
P_lansbergii,FMNH,166091,P_lansbergii_166091,6.133398043,6.03068526,3.496875874,3.047212307,2.340042152,1.948921709,2.574053604,2.759308925,2.925007528,2.371383885,2.028785331,1.088044841,1.931925807,159,31,25,3,3,10,12,6,-75.372882,10.499711,adult
P_lansbergii,FMNH,166092,P_lansbergii_166092,6.073044534,5.948034989,3.682733152,3.070822515,2.413267467,1.995834861,2.566020545,2.744968338,2.895950006,1.943588724,2.107508046,1.770507137,1.519997814,154,35,23,3,3,9,10,6,-75.360003,10.511862,adult
P_lansbergii,FMNH,166093,P_lansbergii_166093,6.008813185,5.907729615,3.482390815,3.038361564,2.527654352,1.81291859,2.68802916,2.832157706,2.955382388,2.476125817,2.144414009,1.339438338,1.311157169,157,29,21,2,3,9,11,6,-75.323836,10.511223,NA
P_lansbergii,FMNH,166094,P_lansbergii_166094,5.955837369,5.826118095,3.718072357,3.038457471,2.399699347,1.940417266,2.652512487,2.849409674,2.91494006,2.264520122,1.965516116,1.518858123,1.632947848,160,34,23,3,2,9,11,6,-75.368719,10.531304,adult
P_lansbergii,FMNH,166095,P_lansbergii_166095,6.12905021,6.031862452,3.444325098,3.084596822,2.487794684,2.002745832,2.726847807,2.905120222,2.941923569,2.549727224,1.863354243,1.879775482,1.548322498,163,30,25,3,3,10,12,7,-75.372882,10.510328,adult
P_lansbergii,FMNH,166096,P_lansbergii_166096,6.161207322,6.03787092,3.66958034,3.090569955,2.628515123,1.917647059,2.630819103,2.833582882,2.947066017,2.363570373,2.108861866,1.835502208,1.346890081,155,33,21,3,3,10,12,7,-75.317722,10.50956,juvenile
P_lansbergii,FMNH,166097,P_lansbergii_166097,6.154858094,6.035481433,3.63892413,3.051140808,2.397039586,2.103192473,2.63604271,2.80312803,2.8288496,2.318210661,2.157581314,1.433709656,1.559910611,152,34,23,3,3,9,10,6,-75.311737,10.503676,NA
P_lansbergii,FMNH,166098,P_lansbergii_166098,5.676753802,5.556828062,3.645942411,3.004048524,2.46150003,2.003494921,2.63495234,2.767296429,2.887286746,2.285536339,1.718483393,1.602694833,1.662591894,168,35,23,3,3,9,11,6,-75.307461,10.458101,juvenile
P_lansbergii,FMNH,166099,P_lansbergii_166099,6.084499413,5.973809612,3.568029387,3.11476496,2.534911481,2.078618771,2.721933806,2.910906647,3.022609534,2.649038146,1.729497429,1.890731895,1.79513442,163,31,23,3,3,10,12,6,-75.301233,10.449657,NA
P_lansbergii,FMNH,166100,P_lansbergii_166100,6.104793232,5.993961427,3.569127238,2.975082569,2.433254583,1.927575231,2.609086504,2.790178154,2.930719216,2.089187421,2.228329565,1.547837814,1.416912954,156,34,25,2,2,10,10,5,-75.315023,10.444923,NA
P_lansbergii,FMNH,166101,P_lansbergii_166101,6.163314804,6.054439346,3.551948077,3.073319524,2.356083452,1.984459644,2.699253715,2.878812422,3.00222131,2.388742916,2.000526793,1.298269121,1.209531825,158,29,25,3,3,9,11,5,-75.332196,10.445051,adult
P_lansbergii,FMNH,166102,P_lansbergii_166102,5.587248658,5.480638923,3.535282012,3.030437258,2.480192513,2.100729824,2.591300005,2.77782869,2.926243863,2.351154332,1.87391058,1.630505103,1.197375082,161,31,25,2,2,10,13,5,-75.343124,10.438398,juvenile
P_lansbergii,FMNH,166103,P_lansbergii_166103,5.049856007,4.941642423,3.552459474,2.948541221,2.206032271,2.041793196,2.596697607,NA,NA,2.214191432,1.837754439,1.309504623,1.327157611,NA,29,25,NA,NA,NA,NA,NA,-75.343644,10.447482,juvenile
P_lansbergii,FMNH,166104,P_lansbergii_166104,6.228511004,6.11368218,3.601896808,3.092168526,2.501077672,2.155153843,2.700723645,2.890893974,2.986474037,2.71929435,2.26799198,1.625595329,1.303159537,155,31,25,3,3,9,10,5,-75.346767,10.435839,juvenile
P_lansbergii,FMNH,166105,P_lansbergii_166105,5.620400866,5.501258211,3.640093037,2.90838288,2.312716251,1.635349142,2.511839974,2.707244245,2.799846771,2.118353753,2.075539331,1.487479975,1.253472716,162,31,23,3,2,9,11,6,-75.358215,10.458357,juvenile
P_lansbergii,FMNH,166106,P_lansbergii_166106,5.484796933,5.365976015,3.638311957,3.007668839,2.417279952,2.032176909,2.652147945,2.740269011,2.821505288,2.31972572,1.840010178,1.427817139,1.333977368,148,31,25,2,2,9,11,4,-75.33873,10.421719,adult
P_lansbergii,FMNH,166107,P_lansbergii_166107,6.17586727,6.023447593,3.867012174,2.98669401,2.564036034,1.911461811,2.566101196,2.565099894,2.612078882,2.544839391,2.045473362,1.579217648,1.241198987,154,34,25,2,2,9,11,6,-75.356583,10.428979,adult
P_lansbergii,FMNH,166108,P_lansbergii_166108,6.059123196,5.926926026,3.735199341,2.946691151,2.476594875,2.069808928,2.525123081,2.672435263,2.855183807,2.291244646,1.919526083,1.19498092,1.325484217,153,38,25,2,2,9,11,4,-75.359844,10.442484,juvenile
P_lansbergii,FMNH,166109,P_lansbergii_166109,5.472270674,5.347107531,3.687276557,2.963884675,2.450035773,2.025583722,2.535570787,2.762710296,2.896577518,2.702014628,1.722553945,1.382388302,1.134627113,149,32,23,4,3,9,11,7,-75.348686,10.441303,NA
P_lansbergii,FMNH,166110,P_lansbergii_166110,5.713732806,5.572154032,3.801126597,2.994948103,2.473030866,2.144570723,2.584803024,2.731552391,2.883498378,2.163519886,1.956520013,1.233928268,1.345081381,152,34,25,2,2,9,11,5,-75.348686,10.468144,adult
P_lansbergii,FMNH,166111,P_lansbergii_166111,5.762051383,5.645446898,3.619003925,2.956213846,2.48821451,2.027049918,2.586286365,2.737183113,2.830840698,2.132656897,1.771021478,1.661931971,1.438517858,156,31,25,3,2,9,11,6,-75.324997,10.477597,adult
P_lansbergii,FMNH,166112,P_lansbergii_166112,5.683579767,5.572154032,3.576557564,3.045742382,2.521075707,1.843086175,2.583118103,2.753815429,2.854419212,2.100454055,2.216262717,1.386181831,1.354904137,157,31,23,3,3,9,11,7,-75.353664,10.470169,adult
P_lansbergii,FMNH,166113,P_lansbergii_166113,5.420534999,5.327876169,3.402831983,2.915394859,2.232543225,2.079647929,2.599317028,2.751449655,2.917379993,2.483891196,2.274123777,1.691384632,1.430753602,151,29,25,3,3,10,11,6,-75.351776,10.496496,NA
P_lansbergii,FMNH,166114,P_lansbergii_166114,5.411646052,5.308267697,3.507081277,3.057912854,2.523103393,2.112933545,2.638756103,2.798306632,2.931174372,2.345467544,1.734993534,1.239940184,1.087030259,149,34,25,3,3,9,11,5,-75.98674,8.24561,juvenile
P_lansbergii,FMNH,166115,P_lansbergii_166115,6.159095388,6.033086222,3.689722698,2.934940842,2.232168633,1.878223677,2.533566441,2.698608706,2.868979777,2.238214162,2.094064475,1.255964672,1.406597743,153,34,25,1,3,10,11,6,-75.41235,10.15482,adult
P_lansbergii,FMNH,166116,P_lansbergii_166116,5.537334267,5.459585514,3.234080225,2.84225966,2.315184891,1.911715642,2.527511312,2.694980782,2.814932193,2.209131819,1.930651941,1.336525081,1.212088205,156,29,23,NA,NA,10,12,5,-75.76492,9.87314,adult
P_lansbergii,FMNH,166117,P_lansbergii_166117,5.33753808,5.220355825,3.626059265,2.989044446,2.437015069,1.948361209,2.629772784,2.859939822,2.939431788,2.412843106,1.885345438,1.667007162,1.278338078,149,34,23,2,2,9,11,6,-75.32145,7.91245,adult
P_lansbergii,FMNH,166118,P_lansbergii_166118,5.840641657,5.730099783,3.568140977,3.031167932,2.651827552,1.968112245,2.629388042,2.790538306,2.923037362,2.231908806,2.206580482,1.219395122,1.17401636,158,29,23,2,3,10,11,5,-75.88901,10.45632,adult
P_lansbergii,FMNH,166119,P_lansbergii_166119,5.513428746,5.420534999,3.404724139,3.007962614,2.503915378,1.996659027,2.66560732,2.746887005,2.916288616,2.816833008,1.857216437,1.546696455,1.110598059,152,31,25,3,3,10,12,5,-75.54321,8.12345,NA
P_lansbergii,FMNH,166120,P_lansbergii_166120,6.124683391,6.001414878,3.669269134,2.911175826,2.316845959,1.740510267,2.463322813,2.672652963,2.824590354,1.909787451,2.125334576,1.563611363,1.281144788,154,37,21,3,2,9,NA,5,-76.01234,9.56781,NA
P_lansbergii,FMNH,166121,P_lansbergii_166121,5.905361848,5.81711116,3.353523783,3.066869147,2.541787529,2.068075943,2.685056771,2.891808143,2.983910543,2.146890455,2.016030617,1.178147209,1.166025711,155,24,25,3,3,10,12,5,-75.39876,10.32145,NA
P_lansbergii,FMNH,166122,P_lansbergii_166122,5.590986981,5.472270674,3.636883107,2.961761486,2.315707256,1.872600284,2.530037883,2.725325595,2.849231987,2.078316157,2.230139429,1.62246736,1.310528623,154,133,25,3,3,9,11,6,-75.67543,8.87654,adult
P_lansbergii,FMNH,166123,P_lansbergii_166123,5.556828062,5.438079309,3.637333261,2.980207093,2.250577834,1.982831425,2.586565218,2.759323667,2.893783422,2.531668891,2.067601323,1.123178257,1.486958194,140,32,23,2,3,10,11,6,-75.45678,7.99876,adult
P_lansbergii,FMNH,166124,P_lansbergii_166124,6.054439346,5.926926026,3.701443344,2.954272012,2.427035025,1.95120112,2.547131305,2.740573068,2.874929212,2.486822404,1.968090539,1.550227933,1.685964203,161,32,23,2,1,9,12,7,-75.81234,10.11223,adult
P_lansbergii,FMNH,166125,P_lansbergii_166125,5.537334267,5.429345629,3.547737784,2.930449106,2.437216546,1.989140367,2.54857535,2.786399789,2.886792946,2.18683226,1.71290487,1.649146101,1.279277649,154,32,23,3,2,10,11,7,-75.93456,9.44332,adult
P_lansbergii,FMNH,166126,P_lansbergii_166126,6.102558595,5.97126184,3.728560071,2.921524376,2.463520527,1.937483811,2.49264069,2.662292399,2.805505327,2.388666604,1.976004664,1.280854332,1.560903825,155,34,23,3,3,10,13,6,-75.30567,8.55667,adult
P_lansbergii,FMNH,166127,P_lansbergii_166127,5.451038454,5.342334252,3.554477929,3.081510416,2.455161123,1.979540684,2.621512543,2.778162911,2.905405429,2.274489584,1.75997407,1.380048599,1.406614034,153,26,25,3,3,10,12,6,-75.72345,10.55443,adult
P_lansbergii,FMNH,166128,P_lansbergii_166128,6.37502482,6.272877007,3.490274174,3.059850796,2.419249211,2.050108258,2.637736875,2.833980138,3.0206372,2.379494302,1.877711411,1.296619764,1.365500155,156,27,27,3,2,9,11,5,-75.51234,7.88991,juvenile
P_lansbergii,FMNH,166129,P_lansbergii_166129,6.163314804,6.045005314,3.630419692,2.937794161,2.440542412,1.974520302,2.539963835,2.745574152,2.864995076,2.190919329,2.077806032,1.428222692,1.530180947,155,36,23,3,4,10,11,5,-76.09876,9.22334,juvenile
P_lansbergii,FMNH,166130,P_lansbergii_166130,5.575949103,5.488937726,3.341850927,3.041896642,2.555303475,1.827194319,2.701699097,2.865794476,2.937578326,2.347255113,1.725280371,1.408640692,0.908610767,157,29,21,2,4,10,12,6,-75.44332,10.12345,adult
P_lansbergii,FMNH,166131,P_lansbergii_166131,5.420534999,5.327876169,3.402831983,3.113644484,2.529374492,1.918665689,2.683302684,2.799458874,2.99174805,2.288812556,2.0936024,0.9582854,1.033872237,155,29,23,3,3,10,12,7,-75.87654,8.66554,adult
P_lansbergii,FMNH,166132,P_lansbergii_166132,5.525452939,5.438079309,3.346112067,2.902749034,2.207900657,1.980313812,2.534779918,2.737100531,2.856122068,2.734733915,1.657988553,1.513808229,1.290021014,156,29,25,3,3,9,11,7,-75.35678,9.99887,juvenile
P_lansbergii,FMNH,166133,P_lansbergii_166133,6.045005314,5.910796644,3.749396901,3.064681214,2.463504559,1.869437863,2.644022099,2.767321193,2.93360494,2.276005201,1.494407948,1.274146223,1.376229172,156,35,25,2,2,10,12,5,-75.61234,7.82345,adult
P_lansbergii,FMNH,166134,P_lansbergii_166134,5.476463552,5.379897354,3.441897958,3.001202959,2.518029747,1.805894017,2.584870708,2.765075551,2.884895959,2.239556795,2.27540538,1.392292221,1.207469044,NA,32,19,3,3,NA,NA,6,-75.95678,10.43221,adult
P_lansbergii,FMNH,166135,P_lansbergii_166135,6.137727054,6.033086222,3.514501338,3.032228659,2.406871227,2.031710297,2.692884186,2.827298108,2.952414388,2.394191744,1.50627781,1.267930552,1.314906945,156,33,27,3,2,10,11,6,-75.41212,8.33445,adult
P_lansbergii,FMNH,166136,P_lansbergii_166136,5.659482216,5.545177444,3.600791119,2.974144132,2.528125472,1.814592843,2.588371357,2.735200121,2.928490183,2.391556095,2.035258175,1.480430744,1.385452867,150,34,25,3,3,9,10,6,-75.77665,9.11223,adult
P_lansbergii,FMNH,166137,P_lansbergii_166137,5.713732806,5.616771098,3.444451653,3.008563134,2.510941543,2.019827836,2.618508982,2.785988626,2.905121109,2.534809449,1.733705941,1.348858235,1.071705705,155,31,25,3,3,10,13,6,-75.34543,10.59887,juvenile
P_lansbergii,FMNH,166138,P_lansbergii_166138,6.542471961,6.426488457,3.609564062,3.063415161,2.736721041,2.145402408,2.575839687,2.718360856,2.903983868,2.626980755,2.533556131,1.417309498,1.499829862,159,31,21,3,3,10,12,5,-75.82334,7.95432,adult
P_lansbergii,FMNH,166139,P_lansbergii_166139,6.383506635,6.293419279,3.370518854,3.048077503,2.70811392,2.138336691,2.709060346,2.862133749,2.979785023,2.52147339,2.274243374,1.465372979,1.346901636,156,29,23,3,3,10,12,6,-75.56778,9.67889,adult
P_lansbergii,FMNH,166140,P_lansbergii_166140,5.556828062,5.429345629,3.704024636,2.910541349,2.41101668,1.869765863,2.54563849,2.656816636,2.816361547,2.435899496,1.865012648,1.552936057,1.415285737,156,34,21,3,2,9,11,7,-76.04556,10.21223,adult
P_lansbergii,FMNH,166141,P_lansbergii_166141,6.272877007,6.169610732,3.501190944,3.016212284,2.62966439,1.977814066,2.64654598,2.833034278,2.947020329,2.38616728,2.041790612,1.562045566,1.319886694,149,31,25,3,3,10,12,5,-75.47889,8.44556,juvenile
P_lansbergii,FMNH,166142,P_lansbergii_166142,6.12249281,6.001414878,3.652423884,3.114277915,2.5181595,2.134391854,2.809120695,2.953028186,3.069362949,2.597203957,1.931114555,1.510620704,1.302013846,153,30,25,3,3,12,14,4,-75.63445,9.88991,juvenile
P_lansbergii,FMNH,166143,P_lansbergii_166143,5.541263545,5.446737372,3.421184007,3.02112223,2.601038769,1.77940816,2.476410092,2.695166643,2.820546325,2.234234082,1.969026797,1.40773108,1.325030468,148,34,23,2,3,9,11,5,-75.31223,7.79887,NA
P_lansbergii,FMNH,166144,P_lansbergii_166144,6.320768294,6.202535517,3.628920032,3.076195795,2.550782329,2.147610496,2.714837608,2.891978976,3.0042187,2.599663411,2.037751729,1.573604264,1.221623426,158,30,23,3,3,9,11,6,-75.89991,10.12345,adult
P_lansbergii,FMNH,166145,P_lansbergii_166145,5.513428746,5.407171771,3.53255751,2.942217499,2.438194371,1.703956023,2.422390254,2.682985935,2.784781697,2.096910599,2.231234694,1.504015724,1.186264392,159,29,23,3,3,10,12,6,-75.52334,8.77665,juvenile
P_lansbergii,FMNH,166146,P_lansbergii_166146,6.200509174,6.100318952,3.472871091,3.039072599,2.313149303,1.971843376,2.647892577,2.823656932,2.968054422,2.282247689,2.050713761,1.457036154,1.221020271,158,29,25,3,3,9,12,5,-76.05667,9.33445,juvenile
P_lansbergii,FMNH,166147,P_lansbergii_166147,6.161207322,6.079933195,3.273165068,2.956519223,2.4225837,2.163587597,2.546153636,2.771893282,2.877030852,2.321122961,2.244809276,1.546624678,1.356441252,158,22,25,2,1,10,11,5,-75.42112,10.45667,juvenile
P_lansbergii,FMNH,166148,P_lansbergii_166148,5.267858159,5.176149733,3.393851576,2.959035951,2.481059287,1.827809999,2.574734905,2.768274311,2.876257693,2.425565569,1.936353482,1.28644069,1.250784659,154,23,23,3,2,9,12,7,-75.68991,8.11223,juvenile
P_lansbergii,FMNH,166149,P_lansbergii_166149,6.056784013,5.945420609,3.573922301,2.993391827,2.379881988,1.997333219,2.588259306,2.800980852,2.870508021,2.49270816,1.818553663,1.387942418,0.820351556,155,30,25,2,2,9,12,9,-75.36778,9.77889,juvenile
P_lansbergii,FMNH,166150,P_lansbergii_166150,6.452048954,6.345636361,3.528647144,3.083241786,2.535217649,2.100247295,2.714342022,2.844955753,2.991075487,2.455116533,2.024265119,1.626071514,1.324929458,161,31,25,2,2,10,12,8,-75.84556,7.85443,adult
P_lansbergii,FMNH,166151,P_lansbergii_166151,6.308098442,6.212606096,3.426550012,3.067151997,2.419067701,2.019220326,2.653925218,2.855010493,3.009488303,2.502056898,2.164742512,1.577723305,1.305706981,155,29,25,3,2,9,12,8,-75.58991,10.23445,adult
P_lansbergii,FMNH,166152,P_lansbergii_166152,5.796057751,5.690359454,3.525965131,2.912614878,2.334383014,1.747508024,2.565607804,2.682565815,2.787183458,2.1629306,2.437811193,1.737213254,1.241399457,157,33,23,3,3,10,11,6,-76.07889,8.99887,juvenile
P_lansbergii,FMNH,166153,P_lansbergii_166153,6.186208624,6.054439346,3.731449312,2.955760799,2.338961979,1.866376886,2.506121242,2.729723239,2.861165756,1.922378841,2.132129545,1.390428902,1.289123467,157,33,25,4,4,9,12,4,-75.49112,9.55667,adult
P_lansbergii,FMNH,166154,P_lansbergii_166154,5.59471138,5.468060141,3.697676209,2.834595576,2.529289838,1.780016604,2.446979428,2.60778831,2.742100944,1.876573314,1.6183624,1.3234947,0.70324489,155,32,23,NA,NA,9,11,6,-75.65443,10.58776,adult
P_lansbergii,FMNH,166155,P_lansbergii_166155,5.493061443,5.384495063,3.553039763,3.038247935,2.448490584,1.96925557,2.682752548,2.814750077,2.911215176,2.311197643,1.943469184,1.647055751,1.192460855,152,30,23,3,3,9,11,6,-75.32334,8.22334,adult
P_lansbergii,FMNH,166156,P_lansbergii_166156,5.926926026,5.811140993,3.611422762,2.977946935,2.186725704,2.239309119,2.605457364,2.799613606,2.910101728,2.329921243,2.093632158,1.204533219,1.291943894,153,32,23,3,2,9,11,6,-75.91223,9.11223,adult
P_lansbergii,FMNH,166157,P_lansbergii_166157,5.497168225,5.407171771,3.374556415,2.935594959,2.339056797,2.084512137,2.565190074,2.701903094,2.849857603,2.165366557,2.011707783,1.343800023,1.15541099,163,28,23,3,3,9,12,9,-75.54556,7.91223,adult
P_lansbergii,FMNH,166158,P_lansbergii_166158,5.686975356,5.552959585,3.750073519,2.894732089,2.2120202,1.886724875,2.553511866,2.728336197,2.818022221,2.298278291,1.794769164,1.693978187,1.236978993,156,34,25,2,2,10,11,5,-76.08991,10.33445,adult
P_lansbergii,FMNH,166159,P_lansbergii_166159,5.624017506,5.484796933,3.785987719,2.903194581,2.502616742,1.787742279,2.549499496,2.704338525,2.862224736,2.368279816,1.768504133,1.727259605,1.495773055,156,36,23,3,4,9,11,7,-75.43221,8.66778,adult
P_lansbergii,FMNH,166160,P_lansbergii_166160,5.455321115,5.332718793,3.667954132,3.000505387,2.788294313,1.940664585,2.531003507,2.721413225,2.890776154,2.245215558,2.057768403,1.599505052,1.346189385,160,29,25,3,3,9,12,8,-75.71223,9.44556,adult
P_lansbergii,FMNH,166161,P_lansbergii_166161,5.631211782,5.533389489,3.45333044,3.009625635,2.19517739,1.861990536,2.596008644,2.788575472,2.90488969,2.28282777,1.688021625,1.660044687,0.995323992,154,30,25,2,2,10,12,7,-75.38991,10.12345,adult
P_lansbergii,FMNH,166162,P_lansbergii_166162,5.958424693,5.863631176,3.421522317,2.978106106,2.301387828,2.069431559,2.583400303,2.47268067,2.882286358,2.328329418,1.898019079,1.426590271,1.174398025,158,30,25,3,3,9,13,5,-75.86778,7.98776,adult
P_lansbergii,FMNH,166163,P_lansbergii_166163,5.793013608,5.65248918,3.793719008,2.873876496,2.340712913,1.829703315,2.558244192,2.637352622,2.733149739,2.306391478,1.877202628,1.269108154,1.157410386,154,36,23,3,1,9,11,7,-75.61112,9.88991,adult
